participant.label,round 1_contribute,round 2_contribute,round 3_contribute,round 4_contribute,round 5_contribute,round 6_contribute,round 7_contribute,round 8_contribute,round 9_contribute,round 10_contribute,round 1_mpcr,round 2_mpcr,round 3_mpcr,round 4_mpcr,round 5_mpcr,round 6_mpcr,round 7_mpcr,round 8_mpcr,round 9_mpcr,round 10_mpcr,round 1_payoff,round 2_payoff,round 3_payoff,round 4_payoff,round 5_payoff,round 6_payoff,round 7_payoff,round 8_payoff,round 9_payoff,round 10_payoff,round 1_total_contribution,round 2_total_contribution,round 3_total_contribution,round 4_total_contribution,round 5_total_contribution,round 6_total_contribution,round 7_total_contribution,round 8_total_contribution,round 9_total_contribution,round 10_total_contribution,round 1_id_subsession,round 2_id_subsession,round 3_id_subsession,round 4_id_subsession,round 5_id_subsession,round 6_id_subsession,round 7_id_subsession,round 8_id_subsession,round 9_id_subsession,round 10_id_subsession,alpha_med,beta_med,gender,age,affiliation,group_type,round 1_max_contribute,round 1_max_payoff,round 2_max_contribute,round 2_max_payoff,round 3_max_contribute,round 3_max_payoff,round 4_max_contribute,round 4_max_payoff,round 5_max_contribute,round 5_max_payoff,round 6_max_contribute,round 6_max_payoff,round 7_max_contribute,round 7_max_payoff,round 8_max_contribute,round 8_max_payoff,round 9_max_contribute,round 9_max_payoff,round 10_max_contribute,round 10_max_payoff,round 1_max_c_and_p,round 2_max_c_and_p,round 3_max_c_and_p,round 4_max_c_and_p,round 5_max_c_and_p,round 6_max_c_and_p,round 7_max_c_and_p,round 8_max_c_and_p,round 9_max_c_and_p,round 10_max_c_and_p
03SUB22,10,10,10,10,10,10,0,10,10,10,0.6,0.75,0.75,0.6,0.6,0.75,0.3,0.6,0.6,0.6,18,21.75,15,18,18,15,16,18,18,18,30,29,20,30,30,20,20,30,30,30,6,5,5,4,7,3,7,3,2,8,0.024,0.0555,0,23,22,03,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
03SUB23,10,9,10,10,10,10,10,10,10,10,0.6,0.3,0.75,0.6,0.6,0.6,0.75,0.6,0.6,0.6,18,9.7,21.75,18,18,18,15,18,18,18,30,29,29,30,30,30,20,30,30,30,3,5,1,7,2,7,7,2,3,8,-0.0215,0.5675,0,28,22,03,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
03SUB24,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.75,0.6,0.75,0.6,0.75,0.6,0.6,0.6,18,18,15,18,15,18,15,18,18,18,30,30,20,30,20,30,20,30,30,30,4,1,5,2,1,8,8,8,7,5,-0.0215,0.0555,0,25,22,03,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
03sub25,10,10,0,10,10,10,10,10,10,10,0.9,0.6,0.3,0.6,0.6,0.6,0.6,0.6,0.6,0.6,22.5,18,16,18,18,18,18,18,18,18,25,30,20,30,30,30,30,30,30,30,16,10,10,12,14,13,11,14,13,12,0.024,0.0555,1,22,10,03,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
03sub26,0,0,10,10,10,10,10,10,10,10,0.3,0.3,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.75,16,16,18,18,18,18,18,18,18,21.75,20,20,30,30,30,30,30,30,30,29,12,9,16,10,12,15,10,13,13,9,-0.0215,0.0555,1,21,2,03,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
03sub27,10,10,10,10,10,10,10,10,10,10,0.75,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,21,18,18,18,18,18,18,18,18,18,28,30,30,30,30,30,30,30,30,30,9,13,13,9,10,13,9,10,12,12,-0.1995,0.5145,0,21,10,03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03sub28,6,5,3,9,10,10,10,10,10,10,0.3,0.3,0.3,0.6,0.6,0.6,0.6,0.6,0.6,0.6,11.5,12.5,13.9,12.4,18,18,18,18,18,18,25,25,23,19,30,30,30,30,30,30,14,15,14,13,15,11,10,15,12,14,-0.1695,0.6275,0,24,22,03,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1
03sub29,10,10,10,10,10,10,10,10,10,10,0.9,0.6,0.75,0.6,0.6,0.6,0.6,0.6,0.6,0.75,25.2,18,17.25,18,18,18,18,18,18,21.75,28,30,23,30,30,30,30,30,30,29,15,14,14,9,12,15,16,11,10,9,-0.0215,0.0555,0,22,10,03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03sub30,9,10,10,10,10,10,10,10,10,10,0.45,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,13.6,18,18,18,18,18,18,18,18,18,28,30,30,30,30,30,30,30,30,30,15,10,9,14,13,9,12,9,16,10,-0.1695,0.85,0,23,2,03,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
03sub31,10,10,10,10,10,10,10,10,10,10,0.6,0.75,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,15,18,18,18,18,18,18,18,18,30,20,30,30,30,30,30,30,30,30,13,9,12,12,10,13,12,16,10,12,-0.0215,0.0555,1,20,22,03,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
03sub32,10,10,10,10,10,10,10,10,10,10,0.6,0.75,0.75,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,15,17.25,18,18,18,18,18,18,18,30,20,23,30,30,30,30,30,30,30,13,9,14,12,12,12,13,11,14,10,0.024,0.0555,1,24,27,03,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
03sub33,7,8,10,10,10,10,10,10,10,10,0.3,0.3,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,10.5,10.4,18,18,18,18,18,18,18,18,25,28,30,30,30,30,30,30,30,30,16,11,13,9,16,11,16,13,9,14,0.024,0.0555,1,24,22,03,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
03sub34,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.75,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,18,15,18,18,18,18,18,18,18,30,30,20,30,30,30,30,30,30,30,11,10,10,10,16,12,9,14,16,11,0.024,0.0555,1,22,5,03,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
03sub35,9,10,10,10,10,10,10,10,10,10,0.45,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.6,13.6,18,18,17.1,18,18,18,18,18,18,28,30,30,19,30,30,30,30,30,30,15,12,12,13,16,14,14,15,15,13,0.024,0.0555,1,19,7,03,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
03sub36,8,10,10,0,10,10,10,10,10,10,0.6,0.6,0.6,0.3,0.6,0.6,0.6,0.6,0.6,0.6,17,18,18,16,18,18,18,18,18,18,25,30,30,20,30,30,30,30,30,30,16,12,16,15,9,14,11,12,11,13,0.024,0.0555,1,21,14,03,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
03sub37,10,10,10,10,10,10,10,10,10,10,0.75,0.75,0.6,0.6,0.75,0.6,0.6,0.6,0.6,0.6,21,18.75,18,18,16.5,18,18,18,18,18,28,25,30,30,22,30,30,30,30,30,9,15,11,10,11,12,14,12,10,15,0.024,0.0555,0,21,10,03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03sub38,8,10,10,10,10,10,10,10,10,10,0.3,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,10.4,18,18,18,18,18,18,18,18,18,28,30,30,30,30,30,30,30,30,30,9,13,11,14,15,16,15,9,9,15,-0.0215,0.644,1,26,10,03,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
03sub39,9,10,10,10,10,10,10,10,10,10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,16,18,18,18,18,18,18,18,18,18,25,30,30,30,30,30,30,30,30,30,14,14,16,16,15,9,9,10,15,11,0.024,0.0555,1,23,10,03,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
03sub40,9,10,10,10,10,10,10,10,10,10,0.3,0.6,0.6,0.75,0.6,0.6,0.6,0.6,0.6,0.6,9.7,18,18,15,18,18,18,18,18,18,29,30,30,20,30,30,30,30,30,30,10,16,15,15,14,14,10,10,14,10,-0.063,0.0555,0,21,10,03,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
03sub41,10,10,10,10,10,10,10,10,10,9,0.9,0.75,0.6,0.75,0.6,0.6,0.6,0.6,0.6,0.3,22.5,18.75,18,15,18,18,18,18,18,9.7,25,25,30,20,30,30,30,30,30,29,14,15,15,15,9,16,14,11,15,9,0.024,0.85,0,20,4,03,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0
03sub42,10,10,10,10,10,10,10,10,10,10,0.75,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,15,18,18,18,18,18,18,18,18,18,20,30,30,30,30,30,30,30,30,30,12,16,9,11,14,10,16,16,9,13,-0.0215,0.0555,1,30,18,03,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
03sub43,10,10,10,10,10,10,10,10,10,10,0.75,0.6,0.6,0.6,0.75,0.6,0.6,0.6,0.6,0.6,15,18,18,18,16.5,18,18,18,18,18,20,30,30,30,22,30,30,30,30,30,12,14,11,16,11,16,12,16,12,16,-0.1015,0.2365,0,27,22,03,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
03sub44,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,18,18,18,18,18,18,18,18,18,30,30,30,30,30,30,30,30,30,30,11,12,13,14,9,15,15,9,11,14,0.024,0.85,1,24,14,03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03sub45,10,10,10,10,10,10,10,10,10,10,0.75,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,21.75,18,18,18,18,18,18,18,18,18,29,30,30,30,30,30,30,30,30,30,10,16,12,16,10,11,15,12,14,16,-0.0215,0.0555,0,22,10,03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03sub46,10,10,10,10,10,10,10,10,10,10,0.75,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,21.75,18,18,18,18,18,18,18,18,18,29,30,30,30,30,30,30,30,30,30,10,13,9,11,13,10,11,13,13,16,-0.0215,0.0555,0,24,10,03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
03sub47,10,10,10,0,2,10,10,10,10,10,0.6,0.75,0.75,0.3,0.3,0.6,0.6,0.6,0.6,0.6,18,21,15,15.7,14.6,18,18,18,18,18,30,28,20,19,22,30,30,30,30,30,13,11,10,13,11,10,13,14,16,15,0.024,-0.0715,1,23,22,03,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
03sub48,10,10,10,10,10,10,10,10,10,10,0.6,0.75,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,21,18,18,18,18,18,18,18,18,30,28,30,30,30,30,30,30,30,30,11,11,15,11,13,9,13,15,11,11,0.024,0.0555,0,24,3,03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045SUB01,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.825,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,18,16.5,18,18,18,18,18,18,18,30,30,20,30,30,30,30,30,30,30,3,7,1,6,1,1,2,1,1,2,0.024,0.0555,1,21,12,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045SUB02,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,18,18,18,18,18,18,18,18,18,30,30,30,30,30,30,30,30,30,30,1,4,7,2,3,6,2,4,8,2,0.024,0.0555,1,22,8,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045SUB03,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,18,18,18,18,18,18,18,18,18,30,30,30,30,30,30,30,30,30,30,4,4,6,2,5,5,3,3,7,1,0.024,0.0555,0,22,10,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045SUB04,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.6,0.6,0.6,0.6,0.825,0.6,0.6,0.6,18,18,18,18,18,18,16.5,18,18,18,30,30,30,30,30,30,20,30,30,30,8,1,5,5,1,8,7,5,3,1,-0.1995,0.0555,1,19,10,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045SUB05,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,18,18,18,18,18,18,18,18,18,30,30,30,30,30,30,30,30,30,30,4,7,7,5,6,3,4,2,8,2,0.024,-0.0715,0,24,21,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045SUB06,10,10,10,10,10,10,10,10,10,10,1.05,0.6,0.825,0.825,0.6,0.6,0.6,0.6,0.6,0.6,29.4,18,18.975,20.625,18,18,18,18,18,18,28,30,23,25,30,30,30,30,30,30,6,1,2,1,2,4,1,6,1,5,-0.0215,0.0555,0,28,22,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045SUB07,9,9,9,0,10,10,10,10,4,10,0.375,0.15,0.15,0.15,0.6,0.6,0.6,0.6,0.15,0.6,11.5,5.35,5.35,13,18,18,18,18,9.6,18,28,29,29,20,30,30,30,30,24,30,6,3,3,4,8,4,3,3,5,7,-0.0215,0.448,0,20,12,045,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1
045SUB08,10,10,10,10,10,10,10,10,10,10,0.6,0.825,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,23.925,18,18,18,18,18,18,18,18,30,29,30,30,30,30,30,30,30,30,7,3,6,2,4,1,4,8,4,4,10,-0.0715,0,25,22,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045SUB09,9,10,0,1,10,10,10,10,10,10,0.375,0.6,0.15,0.15,0.6,0.6,0.6,0.6,0.6,0.6,11.5,18,13,12.15,18,18,18,18,18,18,28,30,20,21,30,30,30,30,30,30,6,6,1,8,8,8,6,7,4,6,-0.1695,0.5145,0,18,4,045,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
045SUB10,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,18,18,18,18,18,18,18,18,18,30,30,30,30,30,30,30,30,30,30,1,8,5,7,5,8,8,4,6,5,0.3345,0.0555,0,21,10,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045SUB11,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.6,0.825,0.6,0.6,0.825,0.6,0.6,0.6,18,18,18,16.5,18,18,16.5,18,18,18,30,30,30,20,30,30,20,30,30,30,8,5,8,4,4,2,7,3,2,8,-0.0215,-0.0715,1,26,29,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045SUB12,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,18,18,18,18,18,18,18,18,18,30,30,30,30,30,30,30,30,30,30,4,6,4,3,7,4,1,7,4,1,0.024,0.0555,0,30,18,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045SUB13,10,10,10,10,10,10,10,10,10,10,0.6,0.825,0.825,0.825,0.6,0.6,0.6,0.6,0.6,0.6,18,18.975,16.5,17.325,18,18,18,18,18,18,30,23,20,21,30,30,30,30,30,30,8,2,1,8,1,5,1,2,2,5,0.024,0.0555,0,22,10,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045SUB14,10,10,10,10,10,10,0,10,10,10,0.6,0.6,0.825,0.6,0.6,0.6,0.15,0.6,0.6,0.6,18,18,23.925,18,18,18,13,18,18,18,30,30,29,30,30,30,20,30,30,30,2,8,3,7,2,2,7,2,8,4,-0.1695,0.0555,0,19,4,045,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
045SUB15,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.825,0.6,0.6,0.6,0.6,0.6,0.825,0.6,18,18,23.925,18,18,18,18,18,19.8,18,30,30,29,30,30,30,30,30,24,30,5,4,3,6,3,1,4,5,5,3,0.024,0.0555,1,25,14,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045SUB16,10,10,10,10,10,10,10,10,10,10,0.6,0.825,0.6,0.825,0.6,0.6,0.6,0.6,0.6,0.6,18,23.925,18,17.325,18,18,18,18,18,18,30,29,30,21,30,30,30,30,30,30,5,3,4,8,8,7,5,1,7,8,0.024,0.0555,1,19,10,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045SUB17,10,3,3,5,10,10,10,10,10,10,0.6,0.15,0.15,0.15,0.6,0.6,0.6,0.6,0.6,0.6,18,10.45,10.45,8.75,18,18,18,18,18,18,30,23,23,25,30,30,30,30,30,30,2,2,2,1,4,3,3,1,3,3,-0.0215,0.0555,1,22,2,045,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
045SUB18,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,18,18,18,18,18,18,18,18,18,30,30,30,30,30,30,30,30,30,30,3,1,8,3,6,2,2,7,3,8,-0.3015,-5,0,25,22,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045SUB19,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.6,0.825,0.6,0.6,0.6,0.6,0.6,0.6,18,18,18,20.625,18,18,18,18,18,18,30,30,30,25,30,30,30,30,30,30,3,5,5,1,2,6,6,4,1,6,-0.1695,0.407,0,21,5,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045SUB20,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,18,18,18,18,18,18,18,18,18,30,30,30,30,30,30,30,30,30,30,1,8,8,5,3,3,8,6,6,3,-0.0215,0.0555,0,19,11,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045SUB21,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,18,18,18,18,18,18,18,18,18,30,30,30,30,30,30,30,30,30,30,5,7,4,3,7,7,5,8,7,4,0.024,0.0555,0,20,10,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045SUB22,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.6,0.825,0.6,0.6,0.6,0.6,0.6,0.6,18,18,18,16.5,18,18,18,18,18,18,30,30,30,20,30,30,30,30,30,30,7,6,7,4,5,5,5,8,6,6,-0.313,0.5145,0,25,23,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045SUB23,10,10,10,10,10,10,10,10,10,10,0.6,0.825,0.6,0.6,0.6,0.6,0.6,0.6,0.825,0.6,18,18.975,18,18,18,18,18,18,19.8,18,30,23,30,30,30,30,30,30,24,30,2,2,6,7,7,6,6,5,5,7,-0.3015,0.5145,0,21,10,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045SUB24,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.825,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,18,18.975,18,18,18,18,18,18,18,30,30,23,30,30,30,30,30,30,30,7,5,2,6,6,7,8,6,2,7,0.024,-0.0715,0,24,27,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045sub25,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.6,0.6,0.825,0.6,0.6,0.6,0.6,0.6,18,18,18,18,18.15,18,18,18,18,18,30,30,30,30,22,30,30,30,30,30,9,13,9,12,15,13,16,14,13,11,-0.0215,0.0555,0,21,1,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045sub26,10,10,10,10,10,10,10,10,10,10,0.6,0.825,0.6,0.825,0.6,0.6,0.6,0.6,0.6,0.6,18,16.5,18,18.15,18,18,18,18,18,18,30,20,30,22,30,30,30,30,30,30,13,16,12,11,14,16,16,16,14,15,0.024,-0.0715,0,23,12,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045sub27,7,10,10,10,10,10,10,10,10,10,0.15,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,7.05,18,18,18,18,18,18,18,18,18,27,30,30,30,30,30,30,30,30,30,14,14,12,13,9,14,10,11,9,11,0.129,0.6275,1,20,8,045,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
045sub28,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,18,18,18,18,18,18,18,18,18,30,30,30,30,30,30,30,30,30,30,15,13,9,15,10,16,12,10,16,15,-0.1695,0.303,0,20,10,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045sub29,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,18,18,18,18,18,18,18,18,18,30,30,30,30,30,30,30,30,30,30,13,10,11,16,11,10,13,14,9,11,-0.0215,0.0555,0,23,22,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045sub30,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,18,18,18,18,18,18,18,18,18,30,30,30,30,30,30,30,30,30,30,9,10,11,13,16,13,13,16,10,10,-0.0215,0.0555,1,23,13,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045sub31,10,10,10,10,10,10,10,10,10,10,0.825,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,22.275,18,18,18,18,18,18,18,18,18,27,30,30,30,30,30,30,30,30,30,16,9,12,15,14,9,15,15,16,16,0.024,0.0555,0,23,12,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045sub32,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.825,0.6,0.6,18,18,18,18,18,18,18,16.5,18,18,30,30,30,30,30,30,30,20,30,30,10,15,15,10,12,11,14,13,16,14,-0.0215,0.0555,0,21,14,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045sub33,10,10,10,10,10,10,10,10,10,10,0.6,0.825,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,16.5,18,18,18,18,18,18,18,18,30,20,30,30,30,30,30,30,30,30,9,16,11,10,10,14,13,15,10,9,-0.0215,0.0555,0,19,6,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045sub34,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,18,18,18,18,18,18,18,18,18,30,30,30,30,30,30,30,30,30,30,11,14,16,16,9,14,10,12,15,16,0.024,0.303,0,20,7,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045sub35,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,18,18,18,18,18,18,18,18,18,30,30,30,30,30,30,30,30,30,30,10,11,14,14,16,12,15,10,13,10,0.024,0.0555,0,19,2,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045sub36,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,18,18,18,18,18,18,18,18,18,30,30,30,30,30,30,30,30,30,30,12,9,14,13,10,16,16,16,14,14,-0.0215,0.0555,0,21,2,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
045sub37,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.825,0.6,0.6,18,18,18,18,18,18,18,16.5,18,18,30,30,30,30,30,30,30,20,30,30,11,9,15,12,12,10,9,13,12,14,-0.0215,0.0555,1,24,23,045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
